step=5000 loss=0.001149802003055811
step=10000 loss=0.0011144827585667372
step=15000 loss=0.0010381335159763694
step=20000 loss=0.0010458483593538404
step=25000 loss=0.0008140993304550648
step=30000 loss=0.0007045152597129345
step=35000 loss=0.0007318184361793101
step=40000 loss=0.0007626039441674948
step=45000 loss=0.0007637408562004566
step=50000 loss=0.0007783661130815744
step=55000 loss=0.0007520653307437897
step=60000 loss=0.000801221642177552
step=65000 loss=0.0006830147467553616
step=70000 loss=0.0007556034252047539
step=75000 loss=0.0007024692022241652
final_step=80000 loss=0.0007349451771005988
