step=5000 loss=0.0011601992882788181
step=10000 loss=0.0010928635019809008
step=15000 loss=0.0010327687487006187
step=20000 loss=0.00112904142588377
step=25000 loss=0.0008815581677481532
step=30000 loss=0.0008854109910316765
step=35000 loss=0.0007563438848592341
step=40000 loss=0.0006982455961406231
step=45000 loss=0.0007821780163794756
step=50000 loss=0.0008534592343494296
step=55000 loss=0.0007242525462061167
step=60000 loss=0.0007997353677637875
step=65000 loss=0.0007681333227083087
step=70000 loss=0.0006863081944175065
step=75000 loss=0.0007300219149328768
final_step=80000 loss=0.0007913283770903945
