step=5000 loss=0.0012634680606424809
step=10000 loss=0.0010781248565763235
step=15000 loss=0.0010573923354968429
step=20000 loss=0.0009871403453871608
step=25000 loss=0.0008682517800480127
step=30000 loss=0.0008716303273104131
step=35000 loss=0.000816068088170141
step=40000 loss=0.0008188547799363732
step=45000 loss=0.0008219826268032193
step=50000 loss=0.000816836254671216
step=55000 loss=0.0007753088721074164
step=60000 loss=0.0008209770894609392
step=65000 loss=0.0008204389596357942
step=70000 loss=0.0007810418028384447
step=75000 loss=0.000720622600056231
final_step=80000 loss=0.000757087953388691
