step=5000 loss=0.001071243197657168
step=10000 loss=0.0010562395909801126
step=15000 loss=0.0009134083520621061
step=20000 loss=0.0009518192382529378
step=25000 loss=0.0008210993255488575
step=30000 loss=0.0007411681581288576
step=35000 loss=0.0007332292734645307
step=40000 loss=0.0006971605471335351
step=45000 loss=0.0007254849770106375
step=50000 loss=0.0007961768424138427
step=55000 loss=0.0006911241798661649
step=60000 loss=0.0007168484735302627
step=65000 loss=0.0007092597661539912
step=70000 loss=0.0008266906370408833
step=75000 loss=0.0006775407819077373
final_step=80000 loss=0.0007470199489034712
